"統一編號","商業名稱","商業地址","登記狀態"
"02413885","沐鑫商行","新北市板橋區長江路2段41號","核准設立"
"06833830","大豐水族設計坊","高雄市三民區寶興里大昌２路１８９號","核准設立"
"06840380","天祺愛玩犬用品","高雄市新興區浩然里新田路６６號","核准設立"
"07984906","家樂愛犬用品社","高雄市前鎮區瑞文里瑞北路１５２號","核准設立"
"07985004","迷妳愛犬用品社","高雄市苓雅區晴朗里復興２路２２４號１樓","歇業／撤銷"
"09120603","極速重車行","臺南市南區府南里大成路2段123號1樓","停業"
"09225521","醬子犬屋","彰化縣彰化市東興里東民街１９號１樓","歇業／撤銷"
"09298621","可兒家族寵物精品行","臺中市南屯區文山里文山七街２２３號１樓","核准設立"
"09315543","優格寵物生活館","彰化縣員林市三和里成功東路１３５號１樓","歇業／撤銷"
"09512967","觀山水水族寵物量販店","嘉義市西區垂楊里新民路８０４號一樓","歇業／撤銷"
"09529812","凱蒂愛犬屋","臺南市七股區樹林里樹林7之6號1樓","核准設立"
"09584188","勇士寵物生活館","臺南市西港區西港里中山路178號1樓","核准設立"
"09621830","寵物閣商行","新北市新店區建國路98號1樓","歇業／撤銷"
"09649871","吉旺寵物精品坊","桃園市中壢區光明里明德路２７２號１樓","核准設立"
"09698112","溫度系列商行","新北市新店區永華街７號１樓","歇業／撤銷"
"09718356","麗園寵物美容坊","桃園市龜山區大湖里文化三路９８號１樓","歇業／撤銷"
"09740316","幸福狗狗美容精品坊","新北市板橋區館前西路１５８之１號１樓","歇業／撤銷"
"10237861","阿咕寵物店","高雄市苓雅區民權一路１９號１樓","核准設立"
"10491878","秉聖名星愛犬館","臺南市南區府南里大成路2段151號1樓","核准設立"
"10496682","頂尖寵物生活館","臺南市北區和順里海安路3段133號1樓","核准設立"
"10514400","沃芙生活館","新北市中和區中山路3段118之7號","廢止"
"10546971","派比寵物精品生活館","新北市新店區光明街３８號（１、２樓）","廢止"
"10716813","明駿犬舍","臺南市北區大道里北門路2段580號1樓","歇業／撤銷"
"10733051","金企寵物生活館","臺南市北區大和里文賢路807號1樓","核准設立"
"10790897","米琦寵物百貨店","臺南市永康區南灣里大灣路610號2樓","歇業／撤銷"
"10901612","新樂園水族館","雲林縣斗南鎮田頭里延平北路243號","核准設立"
"10962498","華馨寵物生活館","彰化縣彰化市大同里太平街18號","核准設立"
"10992768","家寶寵物店","臺中市大里區內新里內新街４７之２號","核准設立"
"10997807","寵愛水族寵物大賣場","臺中市北屯區水景里東山路一段156之31號","歇業／撤銷"
"13338168","丹佛企業行","高雄市鳳山區大東一路１２０號","核准設立"
"13427680","貓語動物專賣店","臺中市豐原區南陽里南陽路２８３號（限一樓）","歇業／撤銷"
"13581536","進御鴻實業社","臺南市安南區溪心里海佃路3段302號2樓（僅供辦公室使用）","歇業／撤銷"
"13582248","中華鳥園","臺南市南區府南里大成路2段177巷2號1樓","核准設立"
"13638926","壽山鳥園寵物用品社","高雄市鼓山區興宗里鼓山２路１２４之４號１樓","歇業／撤銷"
"13760947","良友寵物店","桃園市平鎮區湧安里自由街１號１樓","歇業／撤銷"
"14362046","優美寵物店","臺南市佳里區佳化里佳里興183號","歇業／撤銷"
"14400999","鴻羽企業社","臺南市安南區海佃里海佃路1段91號1樓","核准設立"
"14468630","長城貿易行","高雄市阿蓮區中路２９５之１６號","停業"
"14589281","長洋水族館","臺中市南屯區大誠里五權西路二段８０號","歇業／撤銷"
"14771350","錢櫃愛犬美容屋","臺南市安平區怡平里華平路698號1樓","核准設立"
"14778987","全省寵物店","臺南市南區日新里新興路507之4號1樓","核准設立"
"14877425","貓的世界貓咪專賣店","新北市板橋區四川路１段６號１樓","歇業／撤銷"
"14957362","長利企業社","桃園市中壢區興國里新生路１４９號１樓","歇業／撤銷"
"14977347","野趣昆蟲生態店","臺中市北屯區平和里瀋陽路二段１５０號一樓","歇業／撤銷"
"14979008","貴族寵物坊","臺中市東區東英里十甲東路８２２號","核准設立"
"15599547","群郁寵物專賣店","雲林縣虎尾鎮立仁里林森路二段二０二號一樓","歇業／撤銷"
"15680954","大旺寵物店","臺中市太平區新坪里育德路１１９號","歇業／撤銷"
"17095803","金目動物店","高雄市鼓山區明誠里明誠３路７１６巷５號","核准設立"
"17114338","祺福愛犬美容屋","高雄市左營區裕誠路１７３號","核准設立"
"17166150","元圓愛犬世界","嘉義縣布袋鎮興中里博愛二街二四號","核准設立"
"17190166","可麗愛犬美容屋","臺中市北區崇德里崇德路一段516號","核准設立"
"17224623","愛麗絲寵物精品店","桃園市桃園區長德里中正路７１５號１樓","核准設立"
"17293579","親密伙伴寵物店","新北市金山區金包里街７４號（１樓）","歇業／撤銷"
"17396961","冠美寵物店","高雄市橋頭區仕和里南溝路金福１巷８號１樓","歇業／撤銷"
"17437463","居家狗寵物店","新北市板橋區館前西路７０號","廢止"
"17437533","庫克愛犬寵物店","新北市中和區員山路３７０之４號１樓","歇業／撤銷"
"17438998","永力合愛犬屋","新北市板橋區長江路２段３１０號","核准設立"
"17452457","御犬貴族寵物用品店","新北市板橋區文化路２段２２５巷６０弄５３號","歇業／撤銷"
"17470440","禾承企業社","雲林縣虎尾鎮公安里院前街１８號１樓","歇業／撤銷"
"17488976","愛欣寵物用品店","桃園市蘆竹區錦興里中正路３４７號１樓","歇業／撤銷"
"17491825","吉米愛犬坊","桃園市桃園區東埔里正康一街１７６號１樓","歇業／撤銷"
"17576921","景德鎮台茶貿易商行","臺南市南區明興里新都路511號1樓（僅供辦公室使用）","歇業／撤銷"
"17577604","凱麗愛犬專業美容","臺南市東區路東里大同路2段23號1樓","歇業／撤銷"
"17582590","琴鳥行","臺南市南區開南里新建路41巷1號1樓","停業"
"17593105","三合寵物名店","臺南市中西區天后里西門路2段286號1樓","歇業／撤銷"
"17632851","士林寵物世界坊","新北市泰山區明志路１段１２２巷２７號５樓（現場僅供辦公室使用）","歇業／撤銷"
"17680092","禾富名犬坊","桃園市桃園區長安里中正五街１４３號２樓","歇業／撤銷"
"17808485","怡威寵物用品店","新北市三重區成功路６２號","核准設立"
"17809034","白媽媽愛犬屋","新北市新莊區永寧街２４巷８號","核准設立"
"17809490","甜甜莊寵物坊","新北市永和區民權路５８巷２弄１４號５樓（現場僅供辦公室使用）","歇業／撤銷"
"17810237","全世界水族企業社","新北市永和區自由街５１號１樓","遷他縣市"
"17810237","親龍水族企業社","桃園市蘆竹區長興里南崁路一段284號","核准設立"
"17811117","雅旺犬貓寵物坊","新北市淡水區大忠街６１之４號︵現場僅供辦公室使用︶","歇業／撤銷"
"17812093","聖安寵物店","新北市蘆洲區中華街４２巷２號","歇業／撤銷"
"17815752","佳佳堡寵物坊","新北市新莊區天祥街４７巷２弄３之２號","核准設立"
"17817533","鴻禧名犬屋","新北市板橋區懷德街１２７巷４５之１號","歇業／撤銷"
"17817549","吉妮狗園","新北市板橋區信義路７４巷１弄７之１號","核准設立"
"17818527","跳跳犬貓寵物美容用品店","新北市板橋區懷德街１０５號","歇業／撤銷"
"17824324","冠群寵物坊","新北市新莊區４維路２１２巷４弄４號１樓","核准設立"
"17824801","明豐狗園","新北市深坑區土庫里錦泰３莊２７號","歇業／撤銷"
"17902123","安安寵物店","桃園市中壢區石頭里中山路５１號１樓","核准設立"
"17975271","卓越寵物美容坊","臺南市南區文華里文南路276號1樓","核准設立"
"17984428","宏駿貿易行","臺南市中西區協和里永和街124號1樓（僅供辦公室使用）","歇業／撤銷"
"18065383","長元寵物坊","新北市三重區長元街９８巷１０之２號（１樓）","歇業／撤銷"
"18075241","老夫子犬舍","新北市板橋區莒光路７９巷１２號","歇業／撤銷"
"19215038","見怪不怪寵物店","高雄市新興區振成里文化路８２號１樓","核准設立"
"19224233","岳岳企業行","高雄市三民區大昌２路４６９號１樓","歇業／撤銷"
"19449752","旗津水族生物舘　","高雄市鹽埕區教仁里新樂街２７４巷９號","歇業／撤銷"
"19659834","松柏寵物用品商行","新竹縣湖口鄉湖鏡村八德路二段80號","核准設立"
"19719896","小貓貓園寵物專賣店","臺南市東區東門里東門路1段191號1樓","核准設立"
"20441808","藝術貓店","高雄市楠梓區加昌里樂羣路７８號","核准設立"
"21300334","日興盛企業社","高雄市苓雅區建國１路２５７號","廢止"
"21401348","薾富水族寵物館","臺中市大里區東興里國光路二段５３９號","歇業／撤銷"
"21451352","喬伊寵物生活館","臺中市東勢區北興里中正路４４８號","歇業／撤銷"
"21461176","貴族寵物坊逢甲店","臺中市西屯區逢甲里文華路７１號","歇業／撤銷"
"21500728","黃金世界寵物店","新北市板橋區府中路８７號１樓","歇業／撤銷"
"21547619","奇多寵物坊","新北市淡水區水源街１段８９號１樓","歇業／撤銷"
"21598285","芯園水族工坊","桃園市中壢區忠義里中華路１段５６７號１樓","核准設立"
"21660153","憲億商業社","臺南市北區文成里文賢路242巷64號1樓","歇業／撤銷"
"21672088","小貓貓小狗狗寵物生活館","臺南市麻豆區中興里興國路16之5號1樓","歇業／撤銷"
"21843724","金狗獎寵物名店","臺中市北區健行里民權路５８３號１樓","歇業／撤銷"
"21851195","安奇兒精品寵物生活舘","臺中市北區梅川里漢口路４段２６３號１樓","歇業／撤銷"
"21854340","物之坊寵物百貨用品店","臺中市北屯區平和里文心路４段５８３號","歇業／撤銷"
"21872473","秀眼莊鳥園","臺中市豐原區北湳里圓環北路２段９８號﹝限一樓﹞","歇業／撤銷"
"21883443","寵之愛寵物名店","臺中市北區健行里大雅路２３１之５號１樓","歇業／撤銷"
"25242933","日華寵物用品店","臺中市豐原區翁明里圓環北路2段410號1樓","歇業／撤銷"
"25242949","日升寵物用品店","臺中市豐原區社皮里成功路299號1樓","核准設立"
"25294410","家琪寵物美容","臺中市大雅區六寶里中清路五段２３號１樓","核准設立"
"25361297","得利寵物店","彰化縣伸港鄉新港村光明路３９巷２號","核准設立"
"25362009","敗犬女王寵物美容生活館","彰化縣員林市中山里光復街9號1樓","歇業／撤銷"
"25428564","傑斯犬莊","臺中市太平區豐年里大源15街49號一樓","歇業／撤銷"
"25496680","蕾蒂狗狗犬舍","雲林縣古坑鄉古坑村文淵路1號","歇業／撤銷"
"25659184","金佰達實業社","臺北市士林區天母東路50巷8號1、2樓","歇業／撤銷"
"26195542","虎爺寵物精品館","新北市三峽區大同路1之2號(1樓)","歇業／撤銷"
"26515067","南京犬舍","新北市板橋區中山路2段553巷20弄2號(1樓)","歇業／撤銷"
"26518439","柚子狗工坊","新北市板橋區大觀路3段210號(1樓)","歇業／撤銷"
"26528529","成功寵物坊","新北市新莊區成功街54號","歇業／撤銷"
"26597497","沅鈞寵物生活館","桃園市中壢區永光里環西路二段三一二、三一四、三一六、三一八、三二０號","核准設立"
"26635062","冠軍名犬","桃園市大溪區仁愛里仁和路一段236號","歇業／撤銷"
"26726437","親穎水族設計館","新北市鶯歌區鶯桃路496號","核准設立"
"26756831","可樂寵物坊","新北市板橋區大勇街4巷2號(1樓)","歇業／撤銷"
"26815923","翔仁寵物工坊","臺中市潭子區聚興里豐興路一段445號1樓","核准設立"
"26934028","狗寶貝犬舍","彰化縣埤頭鄉埤頭村中南路129巷51號","歇業／撤銷"
"26983596","可麗愛犬美容屋國美店","臺中市西區昇平里中美街113號1樓","廢止"
"29223727","宇宙爬叢貿易行","臺北市大安區市民大道4段222號1樓","歇業／撤銷"
"29291386","寶貝窩寵物美容造型屋","新北市三峽區大同路９８之４號","歇業／撤銷"
"29432549","愛犬之友寵物店","臺南市北區振興里長榮路4段201號1樓","核准設立"
"30118575","帕比寵物精品館","新北市新店區北新路３段２１６號１樓","歇業／撤銷"
"30128200","富貴家寵物生活館","桃園市中壢區明德里南雄街２１號１樓","廢止"
"30156325","微笑旺喵寵物精品生活館","新北市板橋區新海路124號1樓","歇業／撤銷"
"30222556","沅銘寵物水族百貨館","桃園市中壢區後寮里環中東路二段四九五號一樓","核准設立"
"30225821","粗粗犬舍","桃園市中壢區普忠里普仁路九一之二十號","核准設立"
"30329733","狗來富貓來福寵物美容精品","新竹市東區復中里民生路217號","核准設立"
"31877075","超可愛名犬企業社","臺北市大安區基隆路2段134之1號","核准設立"
"31962608","優仕寵物生活館","臺北市中正區羅斯福路3段238號2樓","核准設立"
"34775988","好逗趣企業社","新北市永和區福和路37號(1樓)","核准設立"
"34810958","雪兒犬坊","桃園市八德區白鷺里成功街三一五巷二五號一樓","核准設立"
"34817994","狗屋寵物美容館","桃園市中壢區普強里十八鄰中山東路二段八二之一號","核准設立"
"36670165","北高水族館","高雄市鳳山區文福里建國路３段５０１號１樓","歇業／撤銷"
"36687433","吉利鳥園","嘉義縣梅山鄉梅北村中山路５０１號","核准設立"
"36820994","好運狗寵物生活館","臺南市中西區保安里海安路1段133號1樓","歇業／撤銷"
"36825490","小寶寵物","臺南市麻豆區大埕里忠孝路12之7號","歇業／撤銷"
"36908111","拉拉寵物小鋪","高雄市小港區宏平路５６號１樓","核准設立"
"37818449","沅瑜寵物百貨館","桃園市龜山區公西里文化二路11之11號","核准設立"
"37891975","阿亮寵物店","新北市蘆洲區民義街76號","核准設立"
"38797689","碰碰狗寵物百貨量販店","雲林縣斗六市鎮南里民生南路67號","歇業／撤銷"
"39830721","耐斯寵物生活館四德店","臺中市霧峰區北柳里四德路２８２之１號","核准設立"
"39835486","狗樂活寵物店","臺中市龍井區新東里臺灣大道五段１２９號１樓至２樓、１３１號１樓至２樓、１３３號１樓至２樓","核准設立"
"39842254","富順犬舍","臺中市清水區吳厝里吳厝二街７１號","核准設立"
"39888119","唯愛商行","苗栗縣苗栗市上苗里13鄰中正路109號1樓","歇業／撤銷"
"39984859","泰迪寵物造型學苑","新竹市東區光鎮里南大路768號","核准設立"
"40645689","馬克牛屋犬舍","臺中市東勢區延平里東關路七段５２號１樓、３樓","核准設立"
"40661250","小確幸寵物沙龍","臺中市沙鹿區洛泉里中山路２０８號１樓、２樓","核准設立"
"40670151","御毛屋寵物世界","臺中市太平區新坪里樹孝路４８２號１樓、２樓","核准設立"
"40672279","好命狗名犬屋","臺中市南屯區同心里大墩三街１４２號１樓","核准設立"
"40703998","勘吉犬舍","臺中市大雅區員林里大林路２１１巷３３號１樓","歇業／撤銷"
"40704384","直亨犬舍","臺中市大里區瑞城里成功路４１７號１樓、２樓","核准設立"
"40735936","安佐樂寵物館","臺南市東區東門里東門路1段155號1樓","核准設立"
"40762222","天生贏家犬莊","臺南市東區富強里裕農路446巷9號1樓","核准設立"
"40814559","流川丰寵物生活館","臺南市東區富裕里東門路2段231號","核准設立"
"41473827","大采行","連江縣南竿鄉清水村84-3號","核准設立"
"42287821","愛寵成癡寵物美容","新北市林口區中正路315號(1樓)","廢止"
"42287821","愛寵成癡寵物美容","臺北市信義區基隆路2段131之8號1樓","遷他縣市"
"45238845","耐斯寵物生活館","臺中市霧峰區四德里丁台路６２－１號","核准設立"
"45349906","茶米寵物館","彰化縣彰化市南瑤里中山路２段１０號２樓（限辦公室使用）","廢止"
"45405863","優遊寵物生活館","臺中市太平區新光里樹德路９１號﹝限一樓﹞","核准設立"
"45432236","華文企業社","臺中市東區富仁里雙十路一段４之３３號１０樓之１","核准設立"
"45639659","樂兒時尚寵物館","臺中市豐原區下街里三豐路１０８號１樓","核准設立"
"45678667","可麗愛犬美容屋崇德店","臺中市北區頂厝里崇德路一段５１６號１樓","歇業／撤銷"
"45681396","英達寵物工坊","臺中市東區東門里天乙街９４巷１１號１‧２樓","核准設立"
"45753644","娜娜寵物坊","臺中市南屯區向心里永春東路６２８號１樓、２樓","歇業／撤銷"
"45833062","妮可寵物生活館","臺中市南區福平里復興路三段１５號１樓、２樓","核准設立"
"45866181","狗來美時尚寵物生活館","臺中市南區永興里工學路13之6號","歇業／撤銷"
"45873296","亮亮寵物精品美容名店","臺中市潭子區中山路二段136號1樓","歇業／撤銷"
"47369857","英樂芙寵物工坊","彰化縣鹿港鎮順興里親民路158號","核准設立"
"47389235","犬聯世界名犬繁育場","雲林縣土庫鎮順天里中華路47號1樓","核准設立"
"47813464","鬥牛小子犬舍","臺南市永康區大橋里中華路904號1樓","核准設立"
"47855999","獅子王犬舍","嘉義縣太保市太保里31-1號","核准設立"
"49929856","庭園寵物名猫園","新竹市香山區頂埔里經國路三段五三號一樓","核准設立"
"49945223","壹零壹水族寵物超市","新竹縣竹北市十興里縣政二路５１８號","核准設立"
"49974606","木米愛犬屋","新北市板橋區長江路３段１７號（１樓）","歇業／撤銷"
"49994526","狗的雜貨舖","新北市三重區中央北路８２號","歇業／撤銷"
"50681662","瑪亞犬舍","新北市三重區仁政街152之2號(1樓)","核准設立"
"56927946","漁家企業社","臺南市中西區郡西里海安路1段109號1樓","核准設立"
"66950282","愛犬寵物生活館","桃園市中壢區光明里明德路２７８號１樓","歇業／撤銷"
"66981519","世翔實業社","新北市新莊區建興街62號1樓","核准設立"
"70871845","周佳名犬屋","彰化縣伸港鄉泉州村泉州路20之1、2號","遷他縣市"
"70871845","周佳名犬屋","臺中市西屯區何厝里青海路一段３之１號１至３樓","核准設立"
"72343624","迎嘉犬舍","臺中市豐原區陽明里雙龍街１１號１樓，２樓","核准設立"
"72349649","洪家莊犬舍","臺中市石岡區金星里石岡街金川巷２４號３樓","核准設立"
"72413634","華麗布偶貓舍","雲林縣土庫鎮後埔里雙人厝115號","核准設立"
"72415561","夜猫子猫舍","雲林縣虎尾鎮頂溪里中興路16號","核准設立"
"72418032","太原莊犬舍","雲林縣虎尾鎮芳草里芳草48之32號","核准設立"
"72499631","養樂多名犬培育場","彰化縣北斗鎮七星里斗功路190巷臨33號","核准設立"
"72509119","建順寵物館","彰化縣彰化市卦山里公園路1段149號","核准設立"
"72516701","幸福貓坊","臺中市西屯區福科路３１０號１樓、２樓、地下１樓","核准設立"
"72519094","家寶魔力貓舍","臺中市大里區內新里內新街４７之２號２，３樓","歇業／撤銷"
"72523647","史努比寵物屋","臺中市太平區勤益里中山路一段１６２巷３０弄２號","歇業／撤銷"
"72535849","夢幻玩具貴賓犬美學館","臺中市大里區東興里國光路二段５４０之２號１樓、２樓、３樓","核准設立"
"72559790","華馨寵物美學館","臺中市西區公正里向上路一段４３６號","核准設立"
"72641166","呼嚕喵貓舍","基隆市安樂區安樂路一段207號","核准設立"
"72822949","鳴人貓屋","基隆市中正區新豐街251巷10弄11號1樓","核准設立"
"72823953","八一貓坊","基隆市暖暖區暖碇路15巷81號1樓","核准設立"
"72824974","喵腳印商行","基隆市信義區深澳坑路172巷44-4號1樓","核准設立"
"72861203","顏氏犬舍","新北市五股區民義路1段138號","核准設立"
"73815684","奇利企業社","桃園市中壢區永興里中央西路一段５７號１樓","歇業／撤銷"
"75060486","天興企業社","高雄市三民區民族１路２４１號","歇業／撤銷"
"76756189","米其寵物百貨美容屋","新北市新店區建國路７８號１樓","核准設立"
"76760254","旺旺寵物店","新北市新店區中正路539號","核准設立"
"77238214","鴻賓寵物美容之家","臺中市西區公平里忠誠街１３２號一樓","核准設立"
"78121326","伯特利寵物水族用品館","南投縣埔里鎮西門里八德路237號","核准設立"
"78723896","雪神愛犬屋","高雄市前金區長興里六合２路１０９號之１","核准設立"
"80776089","丹堤寵物用品量販店","新竹市北區民富里經國路二段二一六號一、二樓","歇業／撤銷"
"80921400","犬多多寵物店","新北市汐止區中正路２９７號１樓","歇業／撤銷"
"81157071","悠海水族國際貿易","高雄市楠梓區建楠橫路３０號之２，１樓","核准設立"
"81206256","愛微笑犬舍","臺南市新市區港墘里中山路13巷37號","核准設立"
"81255903","連宏犬行","高雄市苓雅區林榮里三多２路１４７號","核准設立"
"81266346","益興行","高雄市苓雅區福康里漢泰街２號","核准設立"
"81268219","凱麗愛犬專業美容","臺南市北區立人里金華路5段26號1樓","核准設立"
"81404538","極致惡霸窟犬舍","臺南市安南區長安里長溪路3段405巷40弄101號","核准設立"
"81471986","世界名鳥園","高雄市苓雅區凱旋里和平１路２６０號","核准設立"
"81558131","錢櫃愛犬美容屋郡緯分店","臺南市中西區天后里郡緯街39之1號1樓","核准設立"
"81768559","玉輝企業社","新北市樹林區保安街１段５７巷１號","廢止"
"81768559","玉豐企業社","臺北市大安區和平東路3段4號1樓","遷他縣市"
"81809600","狗來富寵物美容商行","基隆市仁愛區仁一路一八七號一樓","歇業／撤銷"
"81842452","黑牛關係企業行","高雄市新興區大明里中山１路８５號１樓","歇業／撤銷"
"81872238","吉星寵物用品中心","高雄市前鎮區瑞興里瑞北路１５３號１樓","歇業／撤銷"
"82084610","亞洲鴿園","高雄市旗津區北汕里中洲３路８８號","歇業／撤銷"
"82109099","九如鴿店","高雄市鼓山區民強里九如４路８７６號","歇業／撤銷"
"82127701","溫晨發寵物生活館","新北市三重區仁愛街444號","核准設立"
"82137757","汪星人寵物精品","新北市三峽區介壽路1段276巷89號(1樓)","核准設立"
"82214249","貓活貓舍","基隆市七堵區百福里百六街100巷1號","核准設立"
"82378811","瑪雅貓舍","苗栗縣竹南鎮海口里育才路92巷28弄8號1樓","核准設立"
"83968435","雪莉寵物生活館","臺南市東區崇文里崇德路785之8之9號1樓","核准設立"
"87630814","圓圓愛犬屋","臺中市北區邱厝里中清路一段２１０號１樓","核准設立"
"87777289","小胖名犬用品屋","新北市土城區立德路１０１號１樓","歇業／撤銷"
"88895643","巧意寵物名店","臺南市東區莊敬里小東路360號1樓","歇業／撤銷"
"91961189","長洲水族商行","高雄市大寮區昭明里鳳林一路３００巷３２之５號１樓","核准設立"
"92030683","永富愛犬用品社","高雄市苓雅區華堂里永樂街１０９號","歇業／撤銷"
"92035441","威利豆寵物專業美容","高雄市前鎮區瑞東里瑞隆路４１３號１樓","歇業／撤銷"
"92038290","小王子愛犬用品美容坊","高雄市三民區安和里松江街２７５號","歇業／撤銷"
"92038313","阿妞愛犬美容精品屋","高雄市楠梓區加昌里壽民路５４巷１３號","核准設立"
"93920100","日升寵物用品店","臺中市豐原區中陽里豐陽路一一二號一樓","歇業／撤銷"
"93950429","風馬可卡寵物精品店","高雄市苓雅區三多２路２４１號","歇業／撤銷"
"94927192","彩犬屋","南投縣草屯鎮中山里明賢街六六號﹝限一樓及辦公室使用現場不得堆棧﹞","歇業／撤銷"
"95953647","標緻名犬美容沙龍","彰化縣北斗鎮西德里中華路345號","歇業／撤銷"
"98740697","上首尾商行","臺中市西區公正里精誠３０街１３號１樓","歇業／撤銷"
"98805776","信淳貿易行","臺南市中西區協和里永和街124號1樓（僅供辦公室使用）","歇業／撤銷"
"99279511","翔麗愛犬專業美容","臺南市南區大成里健康路1段345號1樓","歇業／撤銷"
"99289004","中美寵物生活館","臺南市東區泉南里府連路314號","核准設立"
"99333254","鴻欣寵物用品店","臺北市信義區莊敬路325巷12號1樓","歇業／撤銷"
"99419983","美利企業社","桃園市平鎮區復興里環南路１５０號１樓","歇業／撤銷"
"99442056","仔犬之戀寵物工作室","新北市新店區光明街１２６號","歇業／撤銷"
"99453567","新裕商行","新北市八里區華峰三街４０號５樓（現場僅供辦公室使用）","歇業／撤銷"
"99498234","全利企業社","桃園市楊梅區楊明里中山北路一段４０４號１樓","歇業／撤銷"
"99693476","來恩寵物店","臺中市西區藍興里三民路１段７４號１樓","核准設立"
"99776623","寵物休閒生活館","新北市中和區中山路２段８２號１、２樓","歇業／撤銷"
"99802235","布魯托寵物美容用品店","新北市板橋區國光里國光路160號1樓","歇業／撤銷"
"99821900","百吉寵物店","新北市蘆洲區信義路１９６號１樓","核准設立"
